tweet,label,original_split
i cant believe thats the same oshio baba my late dad jump gutters for in this benin city i got so much in love with that former labor congress nlc in wetin dem do to our one man one ️ vote leader wetin happen to our only comradethe famous action gov,negative,train
e be like say english don dey hard i no talk say una short,negative,train
see ehn fear those young men in suits always looking dapper fresh as heaven and whatnot dem dey move billions but its we $ itunes card una go dey cast,negative,train
quick question whats wrong with big brother naija this year na abi money no show no i fit send my k ooo,negative,train
you no wan preach for the most high now you wan go pray to the most high for watin na ‍️ say you wan high like the most high,negative,train
k+ people discharged in hrs by ncdc lmaooo make them just put this country for ali baba maybe china fit activate our release clause una dey ment,negative,train
wahala dey ohthis people don make me captain,negative,train
nigerian detectives dem dey even carry out investigations abi na by hearsay or who first complain,negative,train
shey you dey see wetin you don help uganda do us,negative,train
lol bros na so d tin dey do person o me sef ask if e nor come be summer nko mtcheeew,negative,train
i no fit ever forget tom ford wey i buy k wey smell like say them mix face powder with water carry gimme,negative,train
e be like say pastor don tell this bros say na hospital he go find wife you see nurse carry front carry back use nose mask use glasses wear hair net everything covered up you dey tell her she is beautiful bros you are a born liar joor why are we like this sef,negative,train
e sir person go gas hin babe for where boys dey smoke benson hmmmm sir daddy sheri everybody sha cash faya sha last last won jona,negative,train
e don spoil mbah no de for us again ‍️ who go de for us now,negative,train
so na so all the money wey i dey expect all take castbruh im still going to ballllllllllll,negative,train
so na now dem dey follow me reason say one of the confirmed convid patients for kt today na for our area worst news is he lives on the street next to ours next to our majlis and he came in contact with people i was with today so help us god,negative,train
hahaha see naw make we carry our wahala leave dis guy mentions abeg naw none of us go win credit talk less of sharing,negative,train
todays twit is from a personal experience thief hey your money or your life me oga abeg fine me naira make i buy water abeg thief omo u think say na joke we they for here abi me oga no vex i need drink water abeg i they expect money soon i go find u something,negative,train
myself wondering likewe dont understand anything for here again,negative,train
good morning kemi of course my fellow woman would tear me down me wanting to pick from a range of men to make friends is now a crime secondly me wanting the man to pay all the bills on dates is now a crime lmao if that makes my tweet smelling make e dey smell dey go,negative,train
person wey crazeman don bite bwen e see mechanic dey comena once e dey take off,negative,train
why do people think that they can give me their number and ill text them na jazz,negative,train
dear mike abeg wetin you dey sing,negative,train
shey e no better make i dey my papa house like this they cannot lock me in that prison yard for months oo i fit crase,negative,train
wen you dey chop for the government so wetin you go talk,negative,train
the way dj spinall dey always shake him head like say e wan komot,negative,train
wetin dey sup nah which kind nonsense dey worry gotv self after i done do subscription to enable me watch all the channels now my select and no dey show,negative,train
nothing de happen i dey mi dey make everybody de there dey i beg,negative,train
i want to do so many things in this lifeee but na money dey delay am,negative,train
oh men the kind rickety wey dey move for this ph na die,negative,train
